(from GFF),,,
gene.name,gene.ID,B2Gname,rnaID
LOC106906203,gene24592,NA,NA
LOC106906205,gene24593,NA,NA
LOC106906208,gene24594,rna45002_gene_LOC106906208,rna45002
LOC106906209,gene24595,NA,NA
arcn1,gene24596,rna45006_gene_arcn1,rna45006
hmbs,gene24597,rna45008_gene_hmbs,rna45008
LOC106906206,gene24598,rna45010_gene_LOC106906206,rna45010
LOC106906207,gene24599,NA,NA
LOC106906212,gene24600,rna45012_gene_LOC106906212,rna45012
spdl1,gene24601,rna45013_gene_spdl1,rna45013
LOC106906216,gene24602,rna45016_gene_LOC106906216,rna45016
d2hgdh,gene24603,rna45017_gene_d2hgdh,rna45017
LOC106906213,gene24604,rna45019_gene_LOC106906213,rna45019
LOC106906217,gene24605,rna45021_gene_LOC106906217,rna45021
LOC106906218,gene24606,rna45025_gene_LOC106906218,rna45025
LOC106906219,gene24607,NA,NA
LOC106906222,gene24608,rna45028_gene_LOC106906222,rna45028
LOC106906220,gene24609,rna45029_gene_LOC106906220,rna45029
LOC106906226,gene24610,rna45030_gene_LOC106906226,rna45030
LOC106906223,gene24611,rna45031_gene_LOC106906223,rna45031
slc31a2,gene24612,rna45033_gene_slc31a2,rna45033
arrdc1,gene24613,rna45034_gene_arrdc1,rna45034
LOC106906227,gene24614,rna45035_gene_LOC106906227,rna45035
LOC106906231,gene24615,rna45038_gene_LOC106906231,rna45038
LOC106906230,gene24616,rna45039_gene_LOC106906230,rna45039
LOC106906232,gene24617,rna45040_gene_LOC106906232,rna45040
crb3,gene24618,rna45041_gene_crb3,rna45041
LOC106906233,gene24619,rna45046_gene_LOC106906233,rna45046
LOC106906228,gene24620,rna45048_gene_LOC106906228,rna45048
LOC106906229,gene24621,rna45051_gene_LOC106906229,rna45051
LOC106906235,gene24622,rna45052_gene_LOC106906235,rna45052
LOC106906236,gene24623,NA,NA
LOC106906240,gene24624,rna45054_gene_LOC106906240,rna45054
ap3m2,gene24625,rna45055_gene_ap3m2,rna45055
LOC106906239,gene24626,NA,NA
LOC106906237,gene24627,rna45057_gene_LOC106906237,rna45057
fat1,gene24628,rna45061_gene_fat1,rna45061
LOC106906243,gene24629,NA,NA
mkl2,gene24630,rna45065_gene_mkl2,rna45065
ercc4,gene24631,rna45067_gene_ercc4,rna45067
cpped1,gene24632,rna45068_gene_cpped1,rna45068
LOC106906246,gene24633,NA,NA
shisa9,gene24634,rna45071_gene_shisa9,rna45071
LOC106906249,gene24635,rna45073_gene_LOC106906249,rna45073
LOC106906252,gene24636,NA,NA
LOC106906251,gene24637,rna45077_gene_LOC106906251,rna45077
LOC106906253,gene24638,rna45078_gene_LOC106906253,rna45078
LOC106906254,gene24639,NA,NA
LOC106906255,gene24640,rna45083_gene_LOC106906255,rna45083
pdik1l,gene24641,rna45085_gene_pdik1l,rna45085
LOC106906258,gene24642,NA,NA
LOC106906259,gene24643,rna45088_gene_LOC106906259,rna45088
LOC106906267,gene24644,rna45089_gene_LOC106906267,rna45089
LOC106906265,gene24645,rna45090_gene_LOC106906265,rna45090
LOC106906261,gene24646,rna45091_gene_LOC106906261,rna45091
LOC106906266,gene24647,NA,NA
LOC106906263,gene24648,rna45097_gene_LOC106906263,rna45097
LOC106906264,gene24649,rna45098_gene_LOC106906264,rna45098
LOC106906260,gene24650,rna45099_gene_LOC106906260,rna45099
LOC106906268,gene24651,NA,NA
LOC106906277,gene24652,rna45101_gene_LOC106906277,rna45101
sufu,gene24653,rna45104_gene_sufu,rna45104
LOC106906269,gene24654,NA,NA
mettl18,gene24655,rna45106_gene_mettl18,rna45106
zdhhc16,gene24656,rna45107_gene_zdhhc16,rna45107
LOC106906276,gene24657,rna45108_gene_LOC106906276,rna45108
rrp12,gene24658,rna45110_gene_rrp12,rna45110
LOC106906270,gene24659,rna45112_gene_LOC106906270,rna45112
LOC106906279,gene24660,rna45113_gene_LOC106906279,rna45113
LOC106906281,gene24661,rna45114_gene_LOC106906281,rna45114
LOC106906278,gene24662,rna45115_gene_LOC106906278,rna45115
LOC106906280,gene24663,rna45117_gene_LOC106906280,rna45117
LOC106906282,gene24664,rna45118_gene_LOC106906282,rna45118
LOC106906283,gene24665,rna45119_gene_LOC106906283,rna45119
LOC106906284,gene24666,rna45122_gene_LOC106906284,rna45122
LOC106906285,gene24667,rna45123_gene_LOC106906285,rna45123
LOC106906286,gene24668,rna45124_gene_LOC106906286,rna45124
LOC106906287,gene24669,rna45125_gene_LOC106906287,rna45125
LOC106906289,gene24670,rna45126_gene_LOC106906289,rna45126
LOC106906290,gene24671,rna45129_gene_LOC106906290,rna45129
atpaf2,gene24672,rna45130_gene_atpaf2,rna45130
gid4,gene24673,rna45131_gene_gid4,rna45131
LOC106906293,gene24674,rna45132_gene_LOC106906293,rna45132
LOC106906288,gene24675,NA,NA
LOC106906294,gene24676,NA,NA
LOC106906299,gene24677,rna45134_gene_LOC106906299,rna45134
asb16,gene24678,rna45136_gene_asb16,rna45136
tmub2,gene24679,rna45137_gene_tmub2,rna45137
atxn7l3,gene24680,rna45141_gene_atxn7l3,rna45141
ubtf,gene24681,rna45144_gene_ubtf,rna45144
slc4a1,gene24682,rna45148_gene_slc4a1,rna45148
LOC106906301,gene24683,NA,NA
LOC106906302,gene24684,rna45152_gene_LOC106906302,rna45152
LOC106906303,gene24685,rna45156_gene_LOC106906303,rna45156
LOC106906304,gene24686,rna45157_gene_LOC106906304,rna45157
LOC106906305,gene24687,rna45158_gene_LOC106906305,rna45158
LOC106906307,gene24688,rna45164_gene_LOC106906307,rna45164
LOC106906306,gene24689,NA,NA
LOC106906315,gene24690,rna45167_gene_LOC106906315,rna45167
prkag1,gene24691,rna45168_gene_prkag1,rna45168
rhebl1,gene24692,rna45169_gene_rhebl1,rna45169
ikzf4,gene24693,rna45170_gene_ikzf4,rna45170
rps26,gene24694,rna45175_gene_rps26,rna45175
fkbp11,gene24695,rna45176_gene_fkbp11,rna45176
LOC106906313,gene24696,rna45177_gene_LOC106906313,rna45177
erbb3,gene24697,rna45179_gene_erbb3,rna45179
LOC106906317,gene24698,rna45180_gene_LOC106906317,rna45180
LOC106906318,gene24699,rna45181_gene_LOC106906318,rna45181
LOC106906319,gene24700,rna45182_gene_LOC106906319,rna45182
LOC106906320,gene24701,NA,NA
zbbx,gene24702,rna45183_gene_zbbx,rna45183
LOC106906323,gene24703,rna45184_gene_LOC106906323,rna45184
LOC106906328,gene24704,rna45185_gene_LOC106906328,rna45185
LOC106906326,gene24705,rna45186_gene_LOC106906326,rna45186
hnrnph1,gene24706,rna45187_gene_hnrnph1,rna45187
LOC106906325,gene24707,rna45189_gene_LOC106906325,rna45189
LOC106906324,gene24708,NA,NA
LOC106906332,gene24709,rna45201_gene_LOC106906332,rna45201
LOC106906330,gene24710,rna45202_gene_LOC106906330,rna45202
LOC106906331,gene24711,rna45203_gene_LOC106906331,rna45203
LOC106906336,gene24712,rna45204_gene_LOC106906336,rna45204
LOC106906335,gene24713,rna45205_gene_LOC106906335,rna45205
LOC106906334,gene24714,rna45206_gene_LOC106906334,rna45206
LOC106906333,gene24715,rna45207_gene_LOC106906333,rna45207
LOC106906329,gene24716,rna45208_gene_LOC106906329,rna45208
LOC106906337,gene24717,rna45209_gene_LOC106906337,rna45209
LOC106906341,gene24718,rna45210_gene_LOC106906341,rna45210
LOC106906339,gene24719,rna45211_gene_LOC106906339,rna45211
LOC106906342,gene24720,NA,NA
LOC106906338,gene24721,NA,NA
grk6,gene24722,rna45214_gene_grk6,rna45214
LOC106906343,gene24723,rna45215_gene_LOC106906343,rna45215
LOC106906346,gene24724,rna45216_gene_LOC106906346,rna45216
LOC106906351,gene24725,NA,NA
arhgef33,gene24726,rna45218_gene_arhgef33,rna45218
LOC106906350,gene24727,NA,NA
LOC106906349,gene24728,NA,NA
map4k3,gene24729,rna45223_gene_map4k3,rna45223
LOC106906368,gene24730,rna45224_gene_LOC106906368,rna45224
LOC106906361,gene24731,rna45225_gene_LOC106906361,rna45225
LOC106906356,gene24732,rna45226_gene_LOC106906356,rna45226
LOC106906355,gene24733,rna45227_gene_LOC106906355,rna45227
LOC106906354,gene24734,rna45229_gene_LOC106906354,rna45229
LOC106906352,gene24735,rna45232_gene_LOC106906352,rna45232
LOC106906360,gene24736,rna45235_gene_LOC106906360,rna45235
LOC106906358,gene24737,rna45236_gene_LOC106906358,rna45236
LOC106906353,gene24738,rna45238_gene_LOC106906353,rna45238
LOC106906365,gene24739,rna45240_gene_LOC106906365,rna45240
LOC106906362,gene24740,rna45241_gene_LOC106906362,rna45241
LOC106906364,gene24741,rna45242_gene_LOC106906364,rna45242
LOC106906366,gene24742,rna45244_gene_LOC106906366,rna45244
LOC106906367,gene24743,rna45245_gene_LOC106906367,rna45245
LOC106906363,gene24744,rna45247_gene_LOC106906363,rna45247
LOC106906357,gene24745,rna45248_gene_LOC106906357,rna45248
LOC106906371,gene24746,rna45249_gene_LOC106906371,rna45249
LOC106906372,gene24747,rna45252_gene_LOC106906372,rna45252
LOC106906370,gene24748,rna45253_gene_LOC106906370,rna45253
LOC106906373,gene24749,rna45254_gene_LOC106906373,rna45254
LOC106906374,gene24750,rna45255_gene_LOC106906374,rna45255
LOC106906375,gene24751,rna45256_gene_LOC106906375,rna45256
LOC106906378,gene24752,rna45257_gene_LOC106906378,rna45257
rexo2,gene24753,rna45258_gene_rexo2,rna45258
LOC106906377,gene24754,rna45259_gene_LOC106906377,rna45259
LOC106906376,gene24755,NA,NA
LOC106906380,gene24756,rna45261_gene_LOC106906380,rna45261
LOC106906381,gene24757,rna45262_gene_LOC106906381,rna45262
LOC106906383,gene24758,rna45263_gene_LOC106906383,rna45263
LOC106906382,gene24759,rna45265_gene_LOC106906382,rna45265
usp24,gene24760,rna45266_gene_usp24,rna45266
pcsk9,gene24761,rna45267_gene_pcsk9,rna45267
bsnd,gene24762,rna45268_gene_bsnd,rna45268
LOC106906396,gene24763,rna45269_gene_LOC106906396,rna45269
dhcr24,gene24764,rna45270_gene_dhcr24,rna45270
LOC106906397,gene24765,rna45271_gene_LOC106906397,rna45271
LOC106906395,gene24766,rna45273_gene_LOC106906395,rna45273
LOC106906388,gene24767,rna45274_gene_LOC106906388,rna45274
LOC106906393,gene24768,rna45275_gene_LOC106906393,rna45275
pak2,gene24769,rna45276_gene_pak2,rna45276
pigx,gene24770,rna45278_gene_pigx,rna45278
cep19,gene24771,rna45279_gene_cep19,rna45279
ing5,gene24772,rna45280_gene_ing5,rna45280
LOC106906391,gene24773,rna45281_gene_LOC106906391,rna45281
LOC106906387,gene24774,rna45282_gene_LOC106906387,rna45282
ankrd29,gene24775,rna45283_gene_ankrd29,rna45283
LOC106906402,gene24776,rna45284_gene_LOC106906402,rna45284
LOC106906403,gene24777,rna45289_gene_LOC106906403,rna45289
LOC106906404,gene24778,NA,NA
LOC106906405,gene24779,rna45294_gene_LOC106906405,rna45294
LOC106906408,gene24780,NA,NA
LOC106906406,gene24781,NA,NA
LOC106906407,gene24782,NA,NA
LOC106906409,gene24783,rna45298_gene_LOC106906409,rna45298
senp1,gene24784,rna45299_gene_senp1,rna45299
LOC106906410,gene24785,rna45300_gene_LOC106906410,rna45300
LOC106906417,gene24786,rna45301_gene_LOC106906417,rna45301
sgcb,gene24787,rna45303_gene_sgcb,rna45303
LOC106906412,gene24788,rna45304_gene_LOC106906412,rna45304
dcun1d4,gene24789,rna45305_gene_dcun1d4,rna45305
LOC106906414,gene24790,rna45308_gene_LOC106906414,rna45308
mmrn2,gene24791,rna45310_gene_mmrn2,rna45310
LOC106906419,gene24792,rna45311_gene_LOC106906419,rna45311
LOC106906418,gene24793,rna45324_gene_LOC106906418,rna45324
rps27a,gene24794,rna45325_gene_rps27a,rna45325
LOC106906422,gene24795,rna45326_gene_LOC106906422,rna45326
LOC106906424,gene24796,NA,NA
LOC106906425,gene24797,NA,NA
LOC106906426,gene24798,NA,NA
LOC106906431,gene24799,rna45333_gene_LOC106906431,rna45333
LOC106906427,gene24800,rna45334_gene_LOC106906427,rna45334
LOC106906430,gene24801,rna45335_gene_LOC106906430,rna45335
LOC106906429,gene24802,rna45336_gene_LOC106906429,rna45336
ndrg4,gene24803,rna45337_gene_ndrg4,rna45337
LOC106906433,gene24804,NA,NA
focad,gene24805,rna45341_gene_focad,rna45341
LOC106906436,gene24806,NA,NA
LOC106906434,gene24807,NA,NA
LOC106906437,gene24808,NA,NA
LOC106906439,gene24809,rna45345_gene_LOC106906439,rna45345
LOC106906449,gene24810,NA,NA
LOC106906448,gene24811,rna45349_gene_LOC106906448,rna45349
LOC106906440,gene24812,rna45350_gene_LOC106906440,rna45350
LOC106906447,gene24813,rna45351_gene_LOC106906447,rna45351
LOC106906441,gene24814,rna45352_gene_LOC106906441,rna45352
LOC106906446,gene24815,rna45353_gene_LOC106906446,rna45353
LOC106906444,gene24816,rna45354_gene_LOC106906444,rna45354
LOC106906442,gene24817,rna45355_gene_LOC106906442,rna45355
LOC106906443,gene24818,rna45356_gene_LOC106906443,rna45356
LOC106906450,gene24819,rna45357_gene_LOC106906450,rna45357
zbtb5,gene24820,rna45358_gene_zbtb5,rna45358
LOC106906459,gene24821,rna45361_gene_LOC106906459,rna45361
uba6,gene24822,rna45362_gene_uba6,rna45362
polq,gene24823,rna45365_gene_polq,rna45365
LOC106906457,gene24824,rna45367_gene_LOC106906457,rna45367
melk,gene24825,rna45369_gene_melk,rna45369
LOC106906453,gene24826,NA,NA
LOC106906451,gene24827,rna45373_gene_LOC106906451,rna45373
LOC106906460,gene24828,NA,NA
LOC106906452,gene24829,rna45375_gene_LOC106906452,rna45375
LOC106906465,gene24830,NA,NA
LOC106906469,gene24831,rna45377_gene_LOC106906469,rna45377
LOC106906466,gene24832,rna45378_gene_LOC106906466,rna45378
efcab2,gene24833,rna45379_gene_efcab2,rna45379
cgref1,gene24834,rna45380_gene_cgref1,rna45380
trnav-aac,gene24835,NA,NA
LOC106906464,gene24836,rna45382_gene_LOC106906464,rna45382
LOC106906463,gene24837,rna45383_gene_LOC106906463,rna45383
LOC106906470,gene24838,rna45384_gene_LOC106906470,rna45384
LOC106906471,gene24839,NA,NA
ttyh3,gene24840,rna45386_gene_ttyh3,rna45386
LOC106906475,gene24841,NA,NA
snx8,gene24842,rna45388_gene_snx8,rna45388
nudt1,gene24843,rna45390_gene_nudt1,rna45390
ftsj2,gene24844,rna45392_gene_ftsj2,rna45392
LOC106906478,gene24845,rna45393_gene_LOC106906478,rna45393
LOC106906477,gene24846,rna45394_gene_LOC106906477,rna45394
bbx,gene24847,rna45402_gene_bbx,rna45402
LOC106906483,gene24848,NA,NA
LOC106906482,gene24849,NA,NA
LOC106906484,gene24850,NA,NA
LOC106906485,gene24851,rna45406_gene_LOC106906485,rna45406
LOC106906479,gene24852,rna45407_gene_LOC106906479,rna45407
LOC106906486,gene24853,NA,NA
LOC106906487,gene24854,rna45409_gene_LOC106906487,rna45409
LOC106906492,gene24855,rna45410_gene_LOC106906492,rna45410
LOC106906491,gene24856,rna45414_gene_LOC106906491,rna45414
LOC106906495,gene24857,NA,NA
LOC106906488,gene24858,rna45415_gene_LOC106906488,rna45415
sgta,gene24859,rna45416_gene_sgta,rna45416
LOC106906493,gene24860,rna45418_gene_LOC106906493,rna45418
LOC106906490,gene24861,NA,NA
LOC106906489,gene24862,rna45421_gene_LOC106906489,rna45421
LOC106906496,gene24863,rna45422_gene_LOC106906496,rna45422
LOC106906497,gene24864,rna45423_gene_LOC106906497,rna45423
LOC106906498,gene24865,rna45424_gene_LOC106906498,rna45424
LOC106906500,gene24866,rna45425_gene_LOC106906500,rna45425
LOC106906499,gene24867,rna45426_gene_LOC106906499,rna45426
LOC106906501,gene24868,rna45428_gene_LOC106906501,rna45428
lrrc18,gene24869,rna45429_gene_lrrc18,rna45429
vstm4,gene24870,rna45431_gene_vstm4,rna45431
LOC106906505,gene24871,rna45432_gene_LOC106906505,rna45432
LOC106906503,gene24872,NA,NA
LOC106906506,gene24873,rna45434_gene_LOC106906506,rna45434
zmynd11,gene24874,rna45441_gene_zmynd11,rna45441
LOC106906511,gene24875,NA,NA
LOC106906510,gene24876,NA,NA
LOC106906509,gene24877,rna45444_gene_LOC106906509,rna45444
LOC106906512,gene24878,rna45445_gene_LOC106906512,rna45445
LOC106906514,gene24879,rna45447_gene_LOC106906514,rna45447
LOC106906513,gene24880,rna45450_gene_LOC106906513,rna45450
wtap,gene24881,rna45452_gene_wtap,rna45452
sod2,gene24882,rna45454_gene_sod2,rna45454
LOC106906515,gene24883,NA,NA
fndc1,gene24884,rna45459_gene_fndc1,rna45459
LOC106906519,gene24885,rna45460_gene_LOC106906519,rna45460
LOC106906520,gene24886,rna45461_gene_LOC106906520,rna45461
adck2,gene24887,rna45463_gene_adck2,rna45463
dennd2a,gene24888,rna45467_gene_dennd2a,rna45467
LOC106906521,gene24889,rna45468_gene_LOC106906521,rna45468
LOC106906524,gene24890,rna45469_gene_LOC106906524,rna45469
LOC106906525,gene24891,rna45470_gene_LOC106906525,rna45470
LOC106906526,gene24892,rna45472_gene_LOC106906526,rna45472
LOC106906529,gene24893,NA,NA
LOC106906528,gene24894,rna45475_gene_LOC106906528,rna45475
LOC106906527,gene24895,rna45476_gene_LOC106906527,rna45476
cog5,gene24896,rna45477_gene_cog5,rna45477
ndufa5,gene24897,rna45479_gene_ndufa5,rna45479
LOC106906535,gene24898,rna45480_gene_LOC106906535,rna45480
LOC106906531,gene24899,NA,NA
LOC106906530,gene24900,rna45484_gene_LOC106906530,rna45484
LOC106906537,gene24901,rna45486_gene_LOC106906537,rna45486
trnag-ucc,gene24902,NA,NA
trnai-aau,gene24903,NA,NA
trnaw-cca,gene24904,NA,NA
trnap-agg,gene24905,NA,NA
LOC106906543,gene24906,rna45491_gene_LOC106906543,rna45491
LOC106906538,gene24907,rna45496_gene_LOC106906538,rna45496
LOC106906539,gene24908,rna45497_gene_LOC106906539,rna45497
LOC106906544,gene24909,rna45498_gene_LOC106906544,rna45498
LOC106906540,gene24910,rna45499_gene_LOC106906540,rna45499
LOC106906541,gene24911,rna45500_gene_LOC106906541,rna45500
LOC106906545,gene24912,rna45504_gene_LOC106906545,rna45504
LOC106906556,gene24913,NA,NA
LOC106906555,gene24914,NA,NA
LOC106906557,gene24915,NA,NA
LOC106906547,gene24916,rna45509_gene_LOC106906547,rna45509
LOC106906554,gene24917,NA,NA
LOC106906549,gene24918,rna45511_gene_LOC106906549,rna45511
LOC106906550,gene24919,rna45512_gene_LOC106906550,rna45512
LOC106906551,gene24920,rna45514_gene_LOC106906551,rna45514
LOC106906548,gene24921,rna45517_gene_LOC106906548,rna45517
LOC106906553,gene24922,rna45518_gene_LOC106906553,rna45518
LOC106906568,gene24923,rna45519_gene_LOC106906568,rna45519
LOC106906567,gene24924,rna45520_gene_LOC106906567,rna45520
LOC106906558,gene24925,rna45521_gene_LOC106906558,rna45521
hnf1a,gene24926,rna45522_gene_hnf1a,rna45522
LOC106906559,gene24927,rna45523_gene_LOC106906559,rna45523
LOC106906560,gene24928,NA,NA
LOC106906561,gene24929,rna45527_gene_LOC106906561,rna45527
LOC106906564,gene24930,rna45528_gene_LOC106906564,rna45528
pla2g1b,gene24931,rna45529_gene_pla2g1b,rna45529
LOC106906562,gene24932,rna45532_gene_LOC106906562,rna45532
LOC106906566,gene24933,rna45533_gene_LOC106906566,rna45533
LOC106906563,gene24934,rna45534_gene_LOC106906563,rna45534
LOC106906573,gene24935,rna45535_gene_LOC106906573,rna45535
LOC106906571,gene24936,rna45536_gene_LOC106906571,rna45536
LOC106906572,gene24937,rna45537_gene_LOC106906572,rna45537
LOC106906570,gene24938,rna45538_gene_LOC106906570,rna45538
LOC106906577,gene24939,rna45540_gene_LOC106906577,rna45540
LOC106906578,gene24940,NA,NA
LOC106906576,gene24941,NA,NA
pudp,gene24942,rna45543_gene_pudp,rna45543
LOC106906574,gene24943,NA,NA
LOC106906580,gene24944,NA,NA
LOC106906581,gene24945,rna45546_gene_LOC106906581,rna45546
LOC106906583,gene24946,rna45547_gene_LOC106906583,rna45547
LOC106906587,gene24947,NA,NA
LOC106906582,gene24948,rna45549_gene_LOC106906582,rna45549
LOC106906586,gene24949,NA,NA
LOC106906584,gene24950,rna45553_gene_LOC106906584,rna45553
LOC106906589,gene24951,NA,NA
col1a1,gene24952,rna45556_gene_col1a1,rna45556
nrsn1,gene24953,rna45559_gene_nrsn1,rna45559
mllt1,gene24954,rna45561_gene_mllt1,rna45561
acer1,gene24955,rna45564_gene_acer1,rna45564
LOC106906593,gene24956,rna45565_gene_LOC106906593,rna45565
LOC106906591,gene24957,rna45566_gene_LOC106906591,rna45566
LOC106906600,gene24958,rna45567_gene_LOC106906600,rna45567
LOC106906601,gene24959,rna45572_gene_LOC106906601,rna45572
LOC106906602,gene24960,rna45573_gene_LOC106906602,rna45573
amfr,gene24961,rna45574_gene_amfr,rna45574
gnpnat1,gene24962,rna45575_gene_gnpnat1,rna45575
styx,gene24963,rna45581_gene_styx,rna45581
LOC106906603,gene24964,NA,NA
rasl11b,gene24965,rna45585_gene_rasl11b,rna45585
LOC106906604,gene24966,rna45586_gene_LOC106906604,rna45586
LOC106906606,gene24967,rna45587_gene_LOC106906606,rna45587
LOC106906617,gene24968,rna45589_gene_LOC106906617,rna45589
setd2,gene24969,rna45590_gene_setd2,rna45590
LOC106906610,gene24970,rna45592_gene_LOC106906610,rna45592
LOC106906615,gene24971,rna45595_gene_LOC106906615,rna45595
LOC106906612,gene24972,rna45596_gene_LOC106906612,rna45596
LOC106906616,gene24973,NA,NA
LOC106906614,gene24974,rna45598_gene_LOC106906614,rna45598
LOC106906611,gene24975,rna45599_gene_LOC106906611,rna45599
LOC106906608,gene24976,rna45600_gene_LOC106906608,rna45600
LOC106906619,gene24977,rna45601_gene_LOC106906619,rna45601
LOC106906620,gene24978,rna45602_gene_LOC106906620,rna45602
LOC106906622,gene24979,rna45603_gene_LOC106906622,rna45603
LOC106906621,gene24980,rna45604_gene_LOC106906621,rna45604
LOC106906624,gene24981,rna45605_gene_LOC106906624,rna45605
LOC106906623,gene24982,NA,NA
LOC106906626,gene24983,rna45608_gene_LOC106906626,rna45608
LOC106906625,gene24984,rna45609_gene_LOC106906625,rna45609
trnav-cac,gene24985,NA,NA
trnav-uac,gene24986,NA,NA
trnav-aac,gene24987,NA,NA
LOC106906629,gene24988,rna45613_gene_LOC106906629,rna45613
LOC106906627,gene24989,NA,NA
LOC106906630,gene24990,rna45616_gene_LOC106906630,rna45616
ppp6r3,gene24991,rna45617_gene_ppp6r3,rna45617
LOC106906631,gene24992,rna45621_gene_LOC106906631,rna45621
LOC106906632,gene24993,rna45625_gene_LOC106906632,rna45625
LOC106906633,gene24994,NA,NA
ccdc151,gene24995,rna45627_gene_ccdc151,rna45627
LOC106906636,gene24996,rna45628_gene_LOC106906636,rna45628
acp5,gene24997,rna45629_gene_acp5,rna45629
LOC106906638,gene24998,rna45634_gene_LOC106906638,rna45634
LOC106906641,gene24999,NA,NA
LOC106906635,gene25000,rna45639_gene_LOC106906635,rna45639
LOC106906637,gene25001,rna45640_gene_LOC106906637,rna45640
LOC106906648,gene25002,rna45641_gene_LOC106906648,rna45641
deaf1,gene25003,rna45643_gene_deaf1,rna45643
bet1l,gene25004,rna45644_gene_bet1l,rna45644
LOC106906647,gene25005,rna45645_gene_LOC106906647,rna45645
gtse1,gene25006,rna45648_gene_gtse1,rna45648
LOC106906649,gene25007,rna45649_gene_LOC106906649,rna45649
LOC106906650,gene25008,rna45650_gene_LOC106906650,rna45650
LOC106906651,gene25009,NA,NA
LOC106906652,gene25010,rna45654_gene_LOC106906652,rna45654
LOC106906656,gene25011,rna45665_gene_LOC106906656,rna45665
LOC106906655,gene25012,NA,NA
LOC106906657,gene25013,rna45668_gene_LOC106906657,rna45668
LOC106906654,gene25014,rna45671_gene_LOC106906654,rna45671
LOC106906661,gene25015,rna45672_gene_LOC106906661,rna45672
LOC106906658,gene25016,rna45673_gene_LOC106906658,rna45673
LOC106906660,gene25017,NA,NA
LOC106906665,gene25018,rna45675_gene_LOC106906665,rna45675
dbr1,gene25019,rna45676_gene_dbr1,rna45676
armc8,gene25020,rna45677_gene_armc8,rna45677
LOC106906662,gene25021,rna45678_gene_LOC106906662,rna45678
LOC106906670,gene25022,gene25022_gene_LOC106906670,gene25022
LOC106906667,gene25023,rna45679_gene_LOC106906667,rna45679
LOC106906669,gene25024,gene25024_gene_LOC106906669,gene25024
LOC106906672,gene25025,gene25025_gene_LOC106906672,gene25025
LOC106906666,gene25026,NA,NA
LOC106906668,gene25027,gene25027_gene_LOC106906668,gene25027
LOC106906673,gene25028,rna45682_gene_LOC106906673,rna45682
kynu,gene25029,rna45683_gene_kynu,rna45683
LOC106906674,gene25030,rna45688_gene_LOC106906674,rna45688
LOC106906679,gene25031,rna45691_gene_LOC106906679,rna45691
LOC106906678,gene25032,rna45692_gene_LOC106906678,rna45692
aox1,gene25033,rna45694_gene_aox1,rna45694
fsd1l,gene25034,rna45696_gene_fsd1l,rna45696
LOC106906682,gene25035,rna45697_gene_LOC106906682,rna45697
fktn,gene25036,rna45704_gene_fktn,rna45704
ufc1,gene25037,rna45705_gene_ufc1,rna45705
ythdc1,gene25038,rna45707_gene_ythdc1,rna45707
LOC106906680,gene25039,rna45709_gene_LOC106906680,rna45709
LOC106906697,gene25040,NA,NA
LOC106906693,gene25041,rna45712_gene_LOC106906693,rna45712
LOC106906695,gene25042,rna45715_gene_LOC106906695,rna45715
zbtb14,gene25043,rna45717_gene_zbtb14,rna45717
LOC106906688,gene25044,rna45718_gene_LOC106906688,rna45718
LOC106906696,gene25045,rna45719_gene_LOC106906696,rna45719
LOC106906691,gene25046,rna45720_gene_LOC106906691,rna45720
LOC106906689,gene25047,rna45735_gene_LOC106906689,rna45735
LOC106906698,gene25048,NA,NA
cass4,gene25049,rna45737_gene_cass4,rna45737
phf2,gene25050,rna45738_gene_phf2,rna45738
LOC106906705,gene25051,NA,NA
LOC106906704,gene25052,NA,NA
LOC106906702,gene25053,rna45743_gene_LOC106906702,rna45743
LOC106906703,gene25054,rna45744_gene_LOC106906703,rna45744
LOC106906706,gene25055,rna45748_gene_LOC106906706,rna45748
emp2,gene25056,rna45750_gene_emp2,rna45750
LOC106906708,gene25057,rna45751_gene_LOC106906708,rna45751
LOC106906710,gene25058,rna45752_gene_LOC106906710,rna45752
LOC106906712,gene25059,rna45754_gene_LOC106906712,rna45754
pbld,gene25060,rna45756_gene_pbld,rna45756
dna2,gene25061,rna45757_gene_dna2,rna45757
LOC106906711,gene25062,rna45760_gene_LOC106906711,rna45760
LOC106906716,gene25063,rna45761_gene_LOC106906716,rna45761
LOC106906720,gene25064,rna45762_gene_LOC106906720,rna45762
LOC106906719,gene25065,rna45763_gene_LOC106906719,rna45763
LOC106906718,gene25066,rna45764_gene_LOC106906718,rna45764
LOC106906722,gene25067,NA,NA
LOC106906721,gene25068,NA,NA
LOC106906717,gene25069,rna45768_gene_LOC106906717,rna45768
LOC106906723,gene25070,rna45769_gene_LOC106906723,rna45769
LOC106906725,gene25071,rna45770_gene_LOC106906725,rna45770
LOC106906724,gene25072,rna45771_gene_LOC106906724,rna45771
LOC106906726,gene25073,NA,NA
LOC106906727,gene25074,NA,NA
LOC106906732,gene25075,rna45777_gene_LOC106906732,rna45777
LOC106906730,gene25076,rna45778_gene_LOC106906730,rna45778
LOC106906733,gene25077,rna45779_gene_LOC106906733,rna45779
LOC106906731,gene25078,rna45782_gene_LOC106906731,rna45782
LOC106906729,gene25079,rna45783_gene_LOC106906729,rna45783
LOC106906736,gene25080,rna45785_gene_LOC106906736,rna45785
LOC106906737,gene25081,rna45786_gene_LOC106906737,rna45786
